player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link,2021_preseason_salary,position
Wenyen Gabriel,PF,22,FA,30,1,7.8,0.7,1.6,.438,0.2,0.7,.300,0.5,0.9,.536,.500,0.5,0.7,.682,0.7,1.0,1.7,0.3,0.4,0.2,0.5,1.3,2.1,gabriwe01,PF,23,6,0,3.3,0.0,0.7,.000,0.0,0.2,.000,0.0,0.5,.000,.000,0.2,0.3,.500,0.3,0.8,1.2,0.3,0.0,0.0,0.5,0.2,0.2,235,9.6,.546,.417,.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,,0.0,0.2,0.2,.048,,-3.7,-0.1,-3.8,-0.1,20,-5.4,.102,.250,.500,11.2,27.7,19.5,11.2,0.0,0.0,38.1,16.7,,-0.1,0.0,-0.1,-0.284,,-11.0,-4.3,-15.3,-0.1,898310,1620564,https://www.2kratings.com/wp-content/uploads/Wenyen-Gabriel-2K-Rating.png,,PF
Daniel Gafford,C,21,CHI,43,7,14.2,2.2,3.1,.701,0.0,0.0,,2.2,3.1,.701,.701,0.7,1.4,.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,gaffoda01,PF,22,31,11,12.4,1.9,2.8,.690,0.0,0.0,,1.9,2.8,.690,.690,0.9,1.3,.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.9,.146,,-2.8,1.5,-1.3,0.1,383,18.7,.700,.000,.471,13.0,16.7,14.9,6.2,1.4,7.6,17.3,14.2,,0.8,0.6,1.5,.183,,-0.9,1.4,0.5,0.2,898310,1517981,https://www.2kratings.com/wp-content/uploads/Daniel-Gafford-2K-Rating.png,1517981,PF
Danilo Gallinari,PF,31,FA,62,62,29.6,5.8,13.2,.438,2.9,7.1,.405,2.9,6.1,.476,.547,4.3,4.8,.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,gallida01,PF,32,32,4,23.5,3.8,9.2,.416,2.1,5.2,.401,1.7,3.9,.437,.531,3.0,3.3,.933,0.3,3.6,3.9,1.5,0.6,0.2,1.0,1.8,12.8,1834,19.5,.612,.537,.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,,4.5,1.9,6.3,.166,,4.1,-0.9,3.3,2.4,751,15.3,.602,.570,.355,1.2,16.6,9.0,9.4,1.2,0.7,8.6,21.3,,1.4,0.6,2.0,.129,,1.3,-0.9,0.4,0.5,22615559,19500000,https://www.2kratings.com/wp-content/uploads/Danilo-Gallinari-2K-Rating.png,,PF
Langston Galloway,SG,28,FA,66,6,25.8,3.6,8.2,.435,2.0,5.0,.399,1.6,3.2,.493,.557,1.1,1.3,.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,gallola01,SG,29,31,0,11.2,1.7,3.6,.478,1.0,2.1,.455,0.8,1.5,.511,.611,0.5,0.5,1.000,0.2,0.9,1.1,0.7,0.2,0.0,0.3,0.6,5.0,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,,2.4,0.7,3.1,.087,,0.0,-0.9,-0.8,0.5,347,13.6,.643,.584,.150,1.7,8.7,5.3,9.1,0.9,0.0,7.0,16.6,,0.7,0.3,1.0,.133,,1.0,-0.7,0.4,0.2,7333333,2028594,https://www.2kratings.com/wp-content/uploads/Langston-Galloway-2K-Rating.png,,SG
Darius Garland,SG,20,CLE,59,59,30.9,4.7,11.8,.401,1.8,5.0,.355,3.0,6.8,.434,.476,1.1,1.2,.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,garlada01,PG,21,35,32,33.1,6.4,14.4,.442,1.8,4.4,.406,4.6,10.0,.458,.505,2.1,2.5,.837,0.5,1.8,2.2,5.9,1.1,0.1,3.0,2.4,16.6,1824,8.5,.498,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,,-1.3,0.0,-1.3,-0.034,,-2.7,-2.8,-5.6,-1.7,1160,13.0,.536,.308,.171,1.5,6.1,3.7,28.7,1.7,0.2,16.2,24.1,,0.1,0.6,0.7,.027,,-0.5,-1.9,-2.4,-0.2,6400920,6720720,https://www.2kratings.com/wp-content/uploads/Darius-Garland-2K-Rating.png,6720720,PG
Marc Gasol,C,35,FA,44,43,26.4,2.7,6.3,.427,1.3,3.4,.385,1.4,3.0,.473,.529,0.8,1.1,.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,gasolma01,C,36,36,36,19.9,1.5,3.8,.404,0.9,2.4,.368,0.6,1.4,.469,.522,0.9,1.1,.775,0.7,3.3,4.0,2.0,0.5,1.3,0.9,2.3,4.8,1161,11.8,.551,.530,.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,,0.8,2.2,3.0,.124,,-1.2,2.8,1.6,1.1,718,11.1,.563,.640,.294,4.0,18.3,11.3,12.7,1.1,5.5,17.2,11.2,,0.5,1.4,1.9,.125,,-1.7,2.9,1.2,0.6,25595700,2564753,https://www.2kratings.com/wp-content/uploads/Marc-Gasol-2K-Rating.png,,C
Rudy Gay,PF,33,SAS,67,5,21.8,4.0,8.9,.446,1.1,3.3,.336,2.9,5.6,.511,.508,1.8,2.0,.882,0.9,4.5,5.4,1.7,0.5,0.5,1.3,1.5,10.8,gayru01,PF,34,35,0,21.6,4.0,9.7,.408,1.6,4.1,.386,2.4,5.6,.423,.490,1.3,1.6,.789,0.8,4.1,4.9,1.5,0.7,0.5,1.1,1.8,10.8,1461,15.4,.553,.369,.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,,0.9,1.1,2.1,.068,,0.0,-0.9,-0.8,0.4,757,13.9,.518,.425,.167,4.0,20.3,12.0,10.3,1.6,2.2,9.2,23.2,,-0.2,1.0,0.9,.055,,-0.5,-0.3,-0.8,0.2,14000000,14000000,https://www.2kratings.com/wp-content/uploads/Rudy-Gay-2K-Rating.png,14000000,PF
Paul George,SF,29,LAC,48,48,29.6,7.1,16.3,.439,3.3,7.9,.412,3.9,8.4,.464,.539,4.0,4.5,.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.5,georgpa01,SF,30,35,35,33.3,8.0,16.8,.474,3.3,7.6,.430,4.7,9.3,.509,.570,3.2,3.7,.876,0.9,5.3,6.2,5.4,1.1,0.5,3.2,2.3,22.4,1419,21.1,.589,.487,.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,,2.5,2.3,4.8,.161,,3.8,1.1,4.9,2.5,1167,20.9,.608,.450,.219,3.0,17.4,10.4,25.4,1.6,1.2,14.7,28.7,,2.3,1.3,3.6,.148,,4.6,-0.6,4.0,1.8,33005556,35450412,https://www.2kratings.com/wp-content/uploads/Paul-George-2K-Rating.png,35450412,SF
Taj Gibson,C,34,NYK,62,56,16.5,2.7,4.6,.584,0.1,0.2,.286,2.6,4.4,.599,.591,0.7,0.9,.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,gibsota01,PF,35,18,0,18.4,1.7,3.1,.564,0.2,0.7,.250,1.6,2.4,.651,.591,0.9,1.3,.667,1.8,2.9,4.7,0.5,0.6,0.6,0.6,1.9,4.5,1025,16.1,.610,.049,.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,,1.8,0.8,2.6,.120,,-0.8,-0.3,-1.1,0.2,332,12.8,.618,.218,.436,10.3,17.2,13.7,3.8,1.5,2.9,14.4,10.1,,0.5,0.5,1.0,.140,,-2.1,0.9,-1.2,0.1,9800000,3283684,https://www.basketball-reference.com/req/202101021/images/players/gibsota01.jpg,10290000,PF
Harry Giles,C,21,FA,46,17,14.5,3.0,5.5,.554,0.0,0.0,.000,3.0,5.4,.558,.554,0.8,1.1,.776,0.9,3.2,4.1,1.3,0.5,0.4,1.0,2.6,6.9,gilesha01,C,22,23,0,11.8,1.1,2.8,.406,0.1,0.4,.333,1.0,2.4,.418,.430,0.6,0.8,.722,1.2,3.7,4.9,0.9,0.2,0.4,0.7,2.0,3.0,667,16.4,.580,.008,.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,,0.8,0.8,1.6,.112,,-2.2,0.9,-1.3,0.1,272,10.9,.473,.141,.281,10.3,35.0,22.1,10.4,0.9,3.3,19.1,14.1,,0.0,0.3,0.3,.045,,-4.5,-0.7,-5.1,-0.2,2578800,1678854,https://www.basketball-reference.com/req/202101021/images/players/gilesha01.jpg,,C
Shai Gilgeous-Alexander,SG,21,OKC,70,70,34.7,6.8,14.5,.471,1.2,3.6,.347,5.6,10.9,.512,.514,4.1,5.1,.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0,gilgesh01,SG,22,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7,2428,17.7,.568,.247,.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,,3.1,3.0,6.1,.121,,1.3,0.4,1.7,2.2,1180,21.8,.623,.301,.405,1.7,13.0,7.4,30.9,1.1,1.7,13.7,28.5,,2.7,1.2,3.9,.157,,3.8,0.0,3.8,1.7,3952920,4141320,https://www.2kratings.com/wp-content/uploads/Shai-Gilgeous-Alexander-2K-Rating.png,4141320,SG
Rudy Gobert,C,27,UTA,68,68,34.3,5.7,8.2,.693,0.0,0.0,,5.7,8.2,.693,.693,3.7,5.9,.630,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2,15.1,goberru01,C,28,43,43,30.9,5.4,8.4,.646,0.0,0.0,.000,5.4,8.4,.650,.646,3.5,5.7,.607,3.4,10.0,13.4,1.3,0.5,3.0,1.7,2.4,14.4,2333,21.7,.699,.000,.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,,6.5,4.2,10.7,.221,,1.7,1.9,3.6,3.3,1328,23.2,.656,.006,.682,12.2,32.9,23.0,6.0,0.8,7.6,13.4,17.6,,3.4,3.0,6.4,.232,,1.6,2.3,3.9,2.0,25008427,26525281,https://www.2kratings.com/wp-content/uploads/Rudy-Gobert-2K-Rating.png,26525281,C
Brandon Goodwin,PG,24,ATL,34,1,12.6,2.2,5.6,.400,0.8,2.6,.299,1.5,3.0,.485,.468,0.8,0.9,.933,0.3,1.8,2.1,1.5,0.4,0.1,0.9,1.3,6.1,goodwbr01,PG,25,27,0,11.0,1.4,4.0,.339,0.6,2.0,.283,0.8,2.1,.393,.408,0.6,0.9,.708,0.1,0.9,1.0,1.6,0.4,0.0,0.6,0.9,3.9,430,11.6,.507,.458,.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,,-0.1,0.2,0.1,.013,,-1.6,-1.3,-2.9,-0.1,298,8.0,.443,.486,.220,1.1,8.6,4.9,20.6,1.7,0.0,11.1,19.4,,-0.2,0.2,0.0,.004,,-3.4,-0.5,-3.9,-0.1,522738,1701593,https://www.2kratings.com/wp-content/uploads/Brandon-Goodwin-2K-Rating.png,1701593,PG
Aaron Gordon,PF,24,ORL,62,62,32.5,5.4,12.4,.437,1.2,3.8,.308,4.2,8.5,.494,.484,2.4,3.6,.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4,gordoaa01,PF,25,25,25,29.4,5.1,11.7,.437,1.7,4.5,.375,3.4,7.2,.475,.509,2.6,4.2,.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6,2017,15.1,.516,.309,.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,,1.4,2.3,3.7,.087,,-0.1,0.1,0.0,1.0,736,15.0,.537,.382,.358,5.4,18.5,11.7,22.7,1.1,2.5,16.5,23.9,,0.0,0.7,0.8,.049,,0.6,0.0,0.6,0.5,19863636,18136364,https://www.2kratings.com/wp-content/uploads/Aaron-Gordon-2K-Rating.png,18136364,PF
Eric Gordon,SF,31,HOU,36,15,28.2,4.8,12.9,.369,2.7,8.4,.317,2.1,4.4,.469,.473,2.3,3.0,.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,14.4,gordoer01,SG,32,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8,1016,10.3,.510,.654,.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,,-0.1,0.6,0.5,.024,,-1.8,-2.1,-3.9,-0.5,789,14.7,.577,.572,.311,1.0,7.1,3.9,15.1,0.8,1.5,10.9,25.3,,0.6,0.4,1.0,.062,,0.9,-1.5,-0.6,0.3,14057730,16869276,https://www.2kratings.com/wp-content/uploads/Eric-Gordon-2K-Rating.png,16869276,SG
Devonte' Graham,PG,24,CHO,63,53,35.1,5.8,15.3,.382,3.5,9.3,.373,2.4,6.0,.397,.495,3.0,3.7,.820,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2,grahade01,PG,25,33,27,30.0,4.2,11.3,.372,2.9,7.7,.376,1.3,3.6,.361,.500,2.0,2.5,.795,0.5,2.2,2.7,5.1,0.9,0.1,1.3,1.4,13.3,2211,15.8,.537,.607,.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,,2.4,0.9,3.4,.073,,2.5,-2.1,0.5,1.4,990,13.3,.536,.682,.222,1.6,8.2,4.8,24.2,1.4,0.2,9.7,19.6,,1.3,0.5,1.8,.087,,0.5,-1.2,-0.7,0.3,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Devonte-Graham-2K-Rating.png,1663861,PG
Treveon Graham,SF,26,FA,55,20,16.9,1.6,4.4,.360,0.6,2.2,.275,1.0,2.2,.443,.428,0.7,1.0,.643,0.9,1.8,2.7,0.8,0.4,0.1,0.5,1.9,4.4,grahatr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,6.6,.456,.496,.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,,-0.2,0.4,0.2,.009,,-4.5,-1.0,-5.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,1678854,,https://www.2kratings.com/wp-content/uploads/Treveon-Graham-2K-Rating.png,,SF
Jerami Grant,PF,25,DEN,71,24,26.6,4.3,8.9,.478,1.4,3.5,.389,2.9,5.4,.537,.555,2.1,2.8,.750,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,12.0,grantje01,SF,26,40,40,35.6,7.7,17.9,.429,2.4,6.7,.353,5.3,11.2,.474,.495,5.7,6.6,.871,0.8,4.3,5.1,2.8,0.8,1.1,2.1,2.6,23.4,1892,14.4,.591,.397,.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,,2.8,1.6,4.4,.111,,0.1,-0.6,-0.5,0.7,1422,17.4,.564,.372,.368,2.3,13.8,7.9,13.7,1.0,2.7,9.0,28.0,,1.7,1.2,2.9,.099,,2.3,-1.0,1.3,1.1,9346153,19047619,https://www.2kratings.com/wp-content/uploads/Jerami-Grant-2K-Rating.png,9346153,SF
Jerian Grant,SG,27,FA,6,0,13.3,1.7,4.5,.370,0.3,1.3,.250,1.3,3.2,.421,.407,0.8,1.2,.714,0.3,0.7,1.0,1.5,0.2,0.2,0.5,1.8,4.5,grantje02,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6.6,.449,.296,.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,,0.0,0.0,0.0,-0.018,,-4.8,-2.0,-6.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,196288,1882867,https://www.basketball-reference.com/req/202101021/images/players/grantje02.jpg,,SG
Josh Gray,PG,26,FA,2,0,11.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0,grayjo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-5.0,.500,.000,.000,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,,-0.1,0.0,-0.1,-0.226,,-11.3,-4.7,-16.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,1620564,https://www.basketball-reference.com/req/202101021/images/players/grayjo01.jpg,,PG
Danny Green,SG,32,LAL,68,68,24.8,2.9,7.0,.416,1.8,4.8,.367,1.1,2.2,.524,.542,0.5,0.7,.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0,8.0,greenda02,SF,33,45,45,28.7,3.4,8.1,.413,2.5,6.3,.401,0.8,1.8,.451,.568,0.3,0.5,.682,0.8,2.8,3.7,1.7,1.4,0.9,1.2,1.9,9.6,1687,10.8,.552,.690,.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,,0.8,2.5,3.4,.096,,-1.1,1.5,0.5,1.1,1292,11.4,.574,.776,.060,3.3,10.5,7.0,7.8,2.3,2.6,12.4,14.1,,0.7,2.0,2.8,.103,,-0.3,1.1,0.8,0.9,14634146,15365854,https://www.2kratings.com/wp-content/uploads/Danny-Green-2K-Rating.png,15365854,SF
Draymond Green,PF,29,GSW,43,43,28.4,2.9,7.3,.389,0.8,3.0,.279,2.0,4.3,.465,.446,1.5,1.9,.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0,greendr01,PF,30,38,38,30.0,2.3,5.8,.397,0.5,1.9,.243,1.8,3.8,.476,.438,1.1,1.4,.774,0.8,5.7,6.6,8.4,1.4,0.8,2.8,3.2,6.1,1222,12.5,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,.044,,-2.1,1.9,-0.2,0.6,1140,11.8,.481,.338,.242,2.9,20.0,11.5,36.1,2.3,2.3,30.2,13.0,,0.2,1.8,2.0,.084,,-2.5,2.7,0.2,0.6,18539130,22246956,https://www.2kratings.com/wp-content/uploads/Draymond-Green-2K-Rating.png,22246956,PF
JaMychal Green,PF,29,LAC,63,1,20.7,2.4,5.6,.429,1.5,3.8,.387,0.9,1.8,.518,.560,0.6,0.8,.750,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,greenja01,PF,30,32,4,19.4,3.1,6.9,.450,1.5,3.7,.403,1.6,3.2,.505,.559,0.9,1.1,.853,1.5,3.8,5.4,0.8,0.5,0.3,1.0,2.7,8.7,1307,11.1,.576,.676,.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,,1.1,2.0,3.1,.115,,-1.2,0.7,-0.5,0.5,620,14.1,.584,.536,.153,9.1,22.2,15.7,5.7,1.4,1.6,11.9,19.0,,0.7,0.7,1.4,.108,,-0.3,-2.1,-2.4,-0.1,4767000,7199760,https://www.2kratings.com/wp-content/uploads/JaMychal-Green-2K-Rating.png,5005350,PF
Javonte Green,SG,26,BOS,48,2,9.8,1.3,2.6,.500,0.2,0.7,.273,1.1,1.9,.581,.536,0.6,0.9,.667,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4,greenja02,SG,27,25,2,13.8,1.6,2.8,.549,0.3,0.9,.318,1.3,2.0,.653,.599,0.8,1.2,.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2,468,13.1,.564,.262,.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,,0.4,0.8,1.1,.113,,-2.1,1.4,-0.7,0.2,345,12.0,.624,.310,.423,6.5,10.5,8.5,4.3,2.6,0.5,13.4,12.1,,0.4,0.3,0.7,.100,,-1.7,0.8,-0.9,0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Javonte-Green-2K-Rating.png,1517981,SG
Jeff Green,PF-C,33,FA,48,4,20.0,3.3,7.2,.462,1.3,3.8,.339,2.0,3.4,.602,.552,1.5,1.9,.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,9.4,greenje02,C,34,41,21,26.8,3.4,7.0,.490,1.3,3.3,.407,2.1,3.7,.563,.586,1.5,1.9,.759,0.5,3.2,3.8,1.4,0.6,0.3,0.7,1.8,9.6,960,13.7,.590,.532,.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,,1.2,0.9,2.1,.104,,0.0,-0.1,-0.1,0.5,1100,11.5,.616,.472,.276,2.4,13.0,7.9,6.9,1.0,0.9,8.6,13.9,,1.5,0.6,2.1,.091,,-0.7,-1.1,-1.8,0.0,144901,2564753,https://www.2kratings.com/wp-content/uploads/Jeff-Green-2K-Rating.png,,C
Blake Griffin,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,griffbl01,PF,31,22,20,30.0,3.9,10.4,.373,1.8,5.7,.317,2.0,4.6,.441,.461,2.0,2.9,.703,0.4,4.7,5.0,3.5,0.7,0.1,1.5,2.0,11.6,512,11.9,.476,.444,.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,,-0.4,0.3,-0.1,-0.012,,-1.7,-2.6,-4.3,-0.3,660,10.1,.498,.553,.281,1.3,17.8,9.4,17.7,1.2,0.4,11.4,19.1,,-0.1,0.5,0.4,.032,,-1.6,-0.8,-2.4,-0.1,34234964,37825672,https://www.2kratings.com/wp-content/uploads/Blake-Griffin-2K-Rating.png,36595996,PF
Marko Guduric,SG,24,MEM,44,0,11.0,1.4,3.6,.395,0.6,1.9,.301,0.8,1.7,.500,.475,0.5,0.6,.923,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8,3.9,gudurma01,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,8.8,.514,.529,.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,,-0.3,0.4,0.1,.014,,-2.7,-0.7,-3.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,2625000,2750000,https://www.basketball-reference.com/req/202101021/images/players/gudurma01.jpg,2750000,SG
Kyle Guy,SG,22,FA,3,0,3.3,0.7,1.7,.400,0.0,1.0,.000,0.7,0.7,1.000,.400,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.3,guyky01,PG,23,18,0,7.9,1.1,3.0,.370,0.6,1.7,.323,0.6,1.3,.435,.463,0.4,0.6,.800,0.2,1.0,1.2,1.1,0.2,0.0,0.2,0.8,3.2,10,6.6,.400,.600,.000,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.045,,-7.5,-4.8,-12.3,0.0,142,11.8,.497,.574,.185,2.3,14.3,8.2,17.7,1.4,0.0,4.9,18.5,,0.1,0.0,0.2,.054,,-2.3,-1.4,-3.6,-0.1,,,https://www.2kratings.com/wp-content/uploads/Kyle-Guy-2K-Rating.png,,PG
Rui Hachimura,PF,21,WAS,48,48,30.1,5.3,11.4,.466,0.5,1.8,.287,4.8,9.5,.500,.489,2.4,2.9,.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5,hachiru01,PF,22,36,36,31.3,5.1,10.6,.478,0.9,2.8,.340,4.1,7.9,.527,.522,2.5,3.3,.761,0.9,5.0,5.9,1.6,0.8,0.1,1.1,2.2,13.6,1444,13.5,.535,.160,.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,,1.3,0.5,1.8,.060,,-1.2,-2.0,-3.2,-0.4,1127,12.0,.563,.261,.305,3.0,17.2,10.0,7.1,1.1,0.2,8.4,17.5,,0.8,0.7,1.4,.061,,-1.4,-1.4,-2.8,-0.2,4469160,4692840,https://www.2kratings.com/wp-content/uploads/Rui-Hachimura-2K-Rating.png,4692840,PF
Devon Hall,PG,24,FA,11,0,7.4,0.5,2.7,.200,0.4,1.5,.235,0.2,1.2,.154,.267,0.4,0.7,.500,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8,hallde01,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3.1,.298,.567,.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,,-0.3,0.1,-0.2,-0.116,,-5.8,-0.6,-6.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/hallde01.jpg,,PG
Donta Hall,C-PF,22,FA,9,0,14.8,1.7,2.4,.682,0.0,0.0,,1.7,2.4,.682,.682,1.0,2.0,.500,1.6,2.7,4.2,0.4,0.3,0.7,0.6,2.6,4.3,halldo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,13.6,.652,.000,.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,,0.2,0.2,0.4,.137,,-3.4,-0.3,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,101504,,https://www.basketball-reference.com/req/202101021/images/players/halldo01.jpg,,C-PF
Dusty Hannahs,SG,26,FA,2,0,6.5,2.0,4.5,.444,1.0,1.5,.667,1.0,3.0,.333,.556,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0,hannadu01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,21.3,.607,.333,.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,,0.0,0.0,0.0,.146,,5.1,-2.1,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/hannadu01.jpg,,SG
